CustomerTransactionID,CustomerID,TransactionTypeID,InvoiceID,PaymentMethodID,TransactionDate,AmountExcludingTax,TaxAmount,TransactionAmount,OutstandingBalance,FinalizationDate,IsFinalized,LastEditedBy,LastEditedWhen
52686,1,1,11059,NULL,7/30/2013,2900,435,3335,0,7/31/2013,1,10,30:00.0
52714,1,1,11067,NULL,7/30/2013,920,138,1058,0,7/31/2013,1,10,30:00.0
52727,1,1,11070,NULL,7/30/2013,169,25.35,194.35,0,7/31/2013,1,10,30:00.0
52732,1,1,11071,NULL,7/30/2013,531,79.65,610.65,0,7/31/2013,1,10,30:00.0
52743,1,1,11073,NULL,7/30/2013,516,77.4,593.4,0,7/31/2013,1,10,30:00.0
52773,1,1,11080,NULL,7/30/2013,1486,222.9,1708.9,0,7/31/2013,1,10,30:00.0
52777,1,1,11081,NULL,7/30/2013,1712.5,256.88,1969.38,0,7/31/2013,1,10,30:00.0
52795,1,1,11085,NULL,7/30/2013,867,130.05,997.05,0,7/31/2013,1,10,30:00.0
52799,1,1,11086,NULL,7/30/2013,2061,309.15,2370.15,0,7/31/2013,1,10,30:00.0
52802,1,1,11087,NULL,7/30/2013,1010,151.5,1161.5,0,7/31/2013,1,10,30:00.0
52814,1,1,11090,NULL,7/30/2013,2749.6,412.44,3162.04,0,7/31/2013,1,10,30:00.0
52819,1,1,11091,NULL,7/30/2013,477.45,71.62,549.07,0,7/31/2013,1,10,30:00.0
52822,1,1,11092,NULL,7/30/2013,268,40.2,308.2,0,7/31/2013,1,10,30:00.0
52825,1,1,11093,NULL,7/30/2013,248,37.2,285.2,0,7/31/2013,1,10,30:00.0
52830,1,1,11094,NULL,7/30/2013,2277,341.55,2618.55,0,7/31/2013,1,10,30:00.0
52839,1,1,11096,NULL,7/30/2013,1971,295.65,2266.65,0,7/31/2013,1,10,30:00.0
52845,1,1,11097,NULL,7/30/2013,11614,1742.1,13356.1,0,7/31/2013,1,10,30:00.0
52855,1,1,11099,NULL,7/30/2013,2439,365.85,2804.85,0,7/31/2013,1,10,30:00.0
52867,1,1,11102,NULL,7/30/2013,2062.5,309.38,2371.88,0,7/31/2013,1,10,30:00.0
52873,1,1,11103,NULL,7/30/2013,1270,190.5,1460.5,0,7/31/2013,1,10,30:00.0
52876,1,1,11104,NULL,7/30/2013,156,23.4,179.4,0,7/31/2013,1,10,30:00.0
52885,1,1,11106,NULL,7/30/2013,1839,275.85,2114.85,0,7/31/2013,1,10,30:00.0
52897,1,1,11109,NULL,7/30/2013,1212,181.8,1393.8,0,7/31/2013,1,10,30:00.0
52901,1,1,11110,NULL,7/30/2013,7472,1120.8,8592.8,0,7/31/2013,1,10,30:00.0
52917,1,1,11113,NULL,7/30/2013,1414,212.1,1626.1,0,7/31/2013,1,10,30:00.0
52921,1,1,11114,NULL,7/30/2013,1405,210.75,1615.75,0,7/31/2013,1,10,30:00.0
52924,1,1,11115,NULL,7/30/2013,2352,352.8,2704.8,0,7/31/2013,1,10,30:00.0
52933,1,1,11117,NULL,7/30/2013,738,110.7,848.7,0,7/31/2013,1,10,30:00.0
52964,1,1,11125,NULL,7/30/2013,672,100.8,772.8,0,7/31/2013,1,10,30:00.0
52978,1,1,11128,NULL,7/30/2013,335,50.25,385.25,0,7/31/2013,1,10,30:00.0
53031,1,1,11133,NULL,7/31/2013,1080,162,1242,0,8/1/2013,1,9,30:00.0
53056,1,1,11140,NULL,7/31/2013,1278.8,191.82,1470.62,0,8/1/2013,1,9,30:00.0
53064,1,1,11142,NULL,7/31/2013,1890.8,283.62,2174.42,0,8/1/2013,1,9,30:00.0
53069,1,1,11143,NULL,7/31/2013,599.2,89.88,689.08,0,8/1/2013,1,9,30:00.0
53073,1,1,11144,NULL,7/31/2013,1864.5,279.68,2144.18,0,8/1/2013,1,9,30:00.0
53081,1,1,11146,NULL,7/31/2013,3003,450.45,3453.45,0,8/1/2013,1,9,30:00.0
53085,1,1,11147,NULL,7/31/2013,468,70.2,538.2,0,8/1/2013,1,9,30:00.0
53099,1,1,11150,NULL,7/31/2013,1644,246.6,1890.6,0,8/1/2013,1,9,30:00.0
53121,1,1,11155,NULL,7/31/2013,1875.8,281.37,2157.17,0,8/1/2013,1,9,30:00.0
53126,1,1,11156,NULL,7/31/2013,2504.85,375.73,2880.58,0,8/1/2013,1,9,30:00.0
53129,1,1,11157,NULL,7/31/2013,2507.5,376.13,2883.63,0,8/1/2013,1,9,30:00.0
53139,1,1,11159,NULL,7/31/2013,5049.15,757.37,5806.52,0,8/1/2013,1,9,30:00.0
53165,1,1,11165,NULL,7/31/2013,2238,335.7,2573.7,0,8/1/2013,1,9,30:00.0
53174,1,1,11167,NULL,7/31/2013,695,104.25,799.25,0,8/1/2013,1,9,30:00.0
53181,1,1,11169,NULL,7/31/2013,8377.2,1256.58,9633.78,0,8/1/2013,1,9,30:00.0
53201,1,1,11174,NULL,7/31/2013,2274,341.1,2615.1,0,8/1/2013,1,9,30:00.0
53205,1,1,11175,NULL,7/31/2013,1510.8,226.62,1737.42,0,8/1/2013,1,9,30:00.0
53210,1,1,11176,NULL,7/31/2013,9832,1474.8,11306.8,0,8/1/2013,1,9,30:00.0
53217,1,1,11178,NULL,7/31/2013,370,55.5,425.5,0,8/1/2013,1,9,30:00.0
53244,1,1,11184,NULL,7/31/2013,789,118.35,907.35,0,8/1/2013,1,9,30:00.0
53253,1,1,11186,NULL,7/31/2013,2965,444.75,3409.75,0,8/1/2013,1,9,30:00.0
53283,1,1,11193,NULL,7/31/2013,2684,402.6,3086.6,0,8/1/2013,1,9,30:00.0
53329,1,1,11196,NULL,8/1/2013,1920,288,2208,0,8/2/2013,1,14,30:00.0
53335,1,1,11199,NULL,8/1/2013,864,129.6,993.6,0,8/2/2013,1,14,30:00.0
53342,1,1,11201,NULL,8/1/2013,623.2,93.48,716.68,0,8/2/2013,1,14,30:00.0
53371,1,1,11209,NULL,8/1/2013,713.6,107.04,820.64,0,8/2/2013,1,14,30:00.0
53387,1,1,11212,NULL,8/1/2013,1727,259.05,1986.05,0,8/2/2013,1,14,30:00.0
53392,1,1,11213,NULL,8/1/2013,1764,264.6,2028.6,0,8/2/2013,1,14,30:00.0
53404,1,1,11216,NULL,8/1/2013,3450.6,517.59,3968.19,0,8/2/2013,1,14,30:00.0
53415,1,1,11218,NULL,8/1/2013,808.4,121.26,929.66,0,8/2/2013,1,14,30:00.0
53428,1,1,11221,NULL,8/1/2013,1026,153.9,1179.9,0,8/2/2013,1,14,30:00.0
53468,1,1,11231,NULL,8/1/2013,4878,731.7,5609.7,0,8/2/2013,1,14,30:00.0
53478,1,1,11233,NULL,8/1/2013,414.5,62.18,476.68,0,8/2/2013,1,14,30:00.0
53511,1,1,11237,NULL,8/2/2013,640,96,736,0,8/3/2013,1,20,30:00.0
53524,1,1,11240,NULL,8/2/2013,398,59.7,457.7,0,8/3/2013,1,20,30:00.0
53542,1,1,11244,NULL,8/2/2013,4422,663.3,5085.3,0,8/3/2013,1,20,30:00.0
53551,1,1,11246,NULL,8/2/2013,1505,225.75,1730.75,0,8/3/2013,1,20,30:00.0
53564,1,1,11249,NULL,8/2/2013,7323,1098.45,8421.45,0,8/3/2013,1,20,30:00.0
53585,1,1,11253,NULL,8/2/2013,3862,579.3,4441.3,0,8/3/2013,1,20,30:00.0
53607,1,1,11258,NULL,8/2/2013,340,51,391,0,8/3/2013,1,20,30:00.0
53617,1,1,11261,NULL,8/2/2013,451,67.65,518.65,0,8/3/2013,1,20,30:00.0
53643,1,1,11267,NULL,8/2/2013,2161,324.15,2485.15,0,8/3/2013,1,20,30:00.0
53669,1,1,11273,NULL,8/2/2013,1084,162.6,1246.6,0,8/3/2013,1,20,30:00.0
53675,1,1,11275,NULL,8/2/2013,2807,421.05,3228.05,0,8/3/2013,1,20,30:00.0
53711,1,1,11282,NULL,8/2/2013,2760,414,3174,0,8/3/2013,1,20,30:00.0
53739,1,1,11288,NULL,8/2/2013,2581,387.15,2968.15,0,8/3/2013,1,20,30:00.0
53749,1,1,11290,NULL,8/2/2013,1664.2,249.63,1913.83,0,8/3/2013,1,20,30:00.0
53758,1,1,11292,NULL,8/2/2013,9279,1391.85,10670.85,0,8/3/2013,1,20,30:00.0
53768,1,1,11294,NULL,8/2/2013,1645.6,246.84,1892.44,0,8/3/2013,1,20,30:00.0
53790,1,1,11299,NULL,8/2/2013,1400,210,1610,0,8/3/2013,1,20,30:00.0
53840,1,1,11305,NULL,8/3/2013,8910,1336.5,10246.5,0,8/4/2013,1,2,30:00.0
53844,1,1,11306,NULL,8/3/2013,1759.2,263.88,2023.08,0,8/4/2013,1,2,30:00.0
53855,1,1,11308,NULL,8/3/2013,8811.8,1321.77,10133.57,0,8/4/2013,1,2,30:00.0
53861,1,1,11309,NULL,8/3/2013,15870.5,2380.58,18251.08,0,8/4/2013,1,2,30:00.0
53880,1,1,11313,NULL,8/3/2013,1091,163.65,1254.65,0,8/4/2013,1,2,30:00.0
53911,1,1,11321,NULL,8/3/2013,1296,194.4,1490.4,0,8/4/2013,1,2,30:00.0
53958,1,1,11331,NULL,8/3/2013,2862,429.3,3291.3,0,8/4/2013,1,2,30:00.0
53963,1,1,11332,NULL,8/3/2013,14803.5,2220.53,17024.03,0,8/4/2013,1,2,30:00.0
53981,1,1,11336,NULL,8/3/2013,2062.75,309.41,2372.16,0,8/4/2013,1,2,30:00.0
53990,1,1,11338,NULL,8/3/2013,1130.2,169.53,1299.73,0,8/4/2013,1,2,30:00.0
53996,1,1,11339,NULL,8/3/2013,3949.2,592.38,4541.58,0,8/4/2013,1,2,30:00.0
54001,1,1,11340,NULL,8/3/2013,2458,368.7,2826.7,0,8/4/2013,1,2,30:00.0
54010,1,1,11342,NULL,8/3/2013,104,15.6,119.6,0,8/4/2013,1,2,30:00.0
54054,1,1,11344,NULL,8/5/2013,1944,291.6,2235.6,0,8/6/2013,1,20,30:00.0
54056,1,1,11345,NULL,8/5/2013,532.8,79.92,612.72,0,8/6/2013,1,20,30:00.0
54064,1,1,11349,NULL,8/5/2013,432,64.8,496.8,0,8/6/2013,1,20,30:00.0
54095,1,1,11357,NULL,8/5/2013,741,111.15,852.15,0,8/6/2013,1,20,30:00.0
54103,1,1,11359,NULL,8/5/2013,2206.5,330.98,2537.48,0,8/6/2013,1,20,30:00.0
54121,1,1,11363,NULL,8/5/2013,1617,242.55,1859.55,0,8/6/2013,1,20,30:00.0
54125,1,1,11364,NULL,8/5/2013,3374,506.1,3880.1,0,8/6/2013,1,20,30:00.0
54141,1,1,11367,NULL,8/5/2013,22339,3350.85,25689.85,0,8/6/2013,1,20,30:00.0
54158,1,1,11371,NULL,8/5/2013,232,34.8,266.8,0,8/6/2013,1,20,30:00.0
54173,1,1,11375,NULL,8/5/2013,1139,170.85,1309.85,0,8/6/2013,1,20,30:00.0
54178,1,1,11376,NULL,8/5/2013,2383,357.45,2740.45,0,8/6/2013,1,20,30:00.0
54181,1,1,11377,NULL,8/5/2013,1522.8,228.42,1751.22,0,8/6/2013,1,20,30:00.0
54201,1,1,11381,NULL,8/5/2013,3502,525.3,4027.3,0,8/6/2013,1,20,30:00.0
54212,1,1,11383,NULL,8/5/2013,675,101.25,776.25,0,8/6/2013,1,20,30:00.0
54232,1,1,11387,NULL,8/5/2013,3561,534.15,4095.15,0,8/6/2013,1,20,30:00.0
54242,1,1,11389,NULL,8/5/2013,2934.5,440.18,3374.68,0,8/6/2013,1,20,30:00.0
54245,1,1,11390,NULL,8/5/2013,392,58.8,450.8,0,8/6/2013,1,20,30:00.0
54263,1,1,11394,NULL,8/5/2013,3330,499.5,3829.5,0,8/6/2013,1,20,30:00.0
54267,1,1,11395,NULL,8/5/2013,3304,495.6,3799.6,0,8/6/2013,1,20,30:00.0
54273,1,1,11396,NULL,8/5/2013,2437,365.55,2802.55,0,8/6/2013,1,20,30:00.0
54288,1,1,11399,NULL,8/5/2013,2142,321.3,2463.3,0,8/6/2013,1,20,30:00.0
54303,1,1,11402,NULL,8/5/2013,1352,202.8,1554.8,0,8/6/2013,1,20,30:00.0
54313,1,1,11404,NULL,8/5/2013,2383.5,357.53,2741.03,0,8/6/2013,1,20,30:00.0
54316,1,1,11405,NULL,8/5/2013,1078.6,161.79,1240.39,0,8/6/2013,1,20,30:00.0
54322,1,1,11406,NULL,8/5/2013,7446.6,1116.99,8563.59,0,8/6/2013,1,20,30:00.0
54352,1,1,11413,NULL,8/5/2013,690.75,103.61,794.36,0,8/6/2013,1,20,30:00.0
54359,1,1,11415,NULL,8/5/2013,7302.5,1095.38,8397.88,0,8/6/2013,1,20,30:00.0
54391,1,1,11421,NULL,8/5/2013,452,67.8,519.8,0,8/6/2013,1,20,30:00.0
54395,1,1,11422,NULL,8/5/2013,1093,163.95,1256.95,0,8/6/2013,1,20,30:00.0
54441,1,1,11431,NULL,8/5/2013,520,78,598,0,8/6/2013,1,20,30:00.0
54456,1,1,11434,NULL,8/5/2013,1220,183,1403,0,8/6/2013,1,20,30:00.0
54460,1,1,11435,NULL,8/5/2013,1191.4,178.71,1370.11,0,8/6/2013,1,20,30:00.0
54513,1,1,11440,NULL,8/6/2013,648,97.2,745.2,0,8/7/2013,1,18,30:00.0
54517,1,1,11441,NULL,8/6/2013,5648,847.2,6495.2,0,8/7/2013,1,18,30:00.0
54522,1,1,11442,NULL,8/6/2013,791,118.65,909.65,0,8/7/2013,1,18,30:00.0
54528,1,1,11443,NULL,8/6/2013,2642.6,396.39,3038.99,0,8/7/2013,1,18,30:00.0
54546,1,1,11447,NULL,8/6/2013,3772.5,565.88,4338.38,0,8/7/2013,1,18,30:00.0
54552,1,1,11448,NULL,8/6/2013,5759,863.85,6622.85,0,8/7/2013,1,18,30:00.0
54571,1,1,11452,NULL,8/6/2013,901,135.15,1036.15,0,8/7/2013,1,18,30:00.0
54582,1,1,11455,NULL,8/6/2013,1512,226.8,1738.8,0,8/7/2013,1,18,30:00.0
54585,1,1,11456,NULL,8/6/2013,341,51.15,392.15,0,8/7/2013,1,18,30:00.0
54597,1,1,11459,NULL,8/6/2013,374,56.1,430.1,0,8/7/2013,1,18,30:00.0
54609,1,1,11462,NULL,8/6/2013,1280,192,1472,0,8/7/2013,1,18,30:00.0
54620,1,1,11464,NULL,8/6/2013,2418,362.7,2780.7,0,8/7/2013,1,18,30:00.0
54643,1,1,11470,NULL,8/6/2013,4725,708.75,5433.75,0,8/7/2013,1,18,30:00.0
54647,1,1,11471,NULL,8/6/2013,491,73.65,564.65,0,8/7/2013,1,18,30:00.0
54661,1,1,11474,NULL,8/6/2013,790.6,118.59,909.19,0,8/7/2013,1,18,30:00.0
54719,1,1,11487,NULL,8/6/2013,225,33.75,258.75,0,8/7/2013,1,18,30:00.0
54779,1,1,11494,NULL,8/7/2013,1728,259.2,1987.2,0,8/8/2013,1,9,30:00.0
54781,1,1,11495,NULL,8/7/2013,1728,259.2,1987.2,0,8/8/2013,1,9,30:00.0
54792,1,1,11499,NULL,8/7/2013,207.25,31.09,238.34,0,8/8/2013,1,9,30:00.0
54800,1,1,11501,NULL,8/7/2013,1197,179.55,1376.55,0,8/8/2013,1,9,30:00.0
54813,1,1,11504,NULL,8/7/2013,1374.4,206.16,1580.56,0,8/8/2013,1,9,30:00.0
54825,1,1,11507,NULL,8/7/2013,844,126.6,970.6,0,8/8/2013,1,9,30:00.0
54831,1,1,11508,NULL,8/7/2013,10347,1552.05,11899.05,0,8/8/2013,1,9,30:00.0
54840,1,1,11510,NULL,8/7/2013,2985,447.75,3432.75,0,8/8/2013,1,9,30:00.0
54874,1,1,11516,NULL,8/7/2013,1271,190.65,1461.65,0,8/8/2013,1,9,30:00.0
54884,1,1,11518,NULL,8/7/2013,10174.2,1526.13,11700.33,0,8/8/2013,1,9,30:00.0
54888,1,1,11519,NULL,8/7/2013,2386,357.9,2743.9,0,8/8/2013,1,9,30:00.0
54931,1,1,11529,NULL,8/7/2013,2882,432.3,3314.3,0,8/8/2013,1,9,30:00.0
54938,1,1,11532,NULL,8/7/2013,64.8,9.72,74.52,0,8/8/2013,1,9,30:00.0
54948,1,1,11534,NULL,8/7/2013,3752,562.8,4314.8,0,8/8/2013,1,9,30:00.0
54961,1,1,11537,NULL,8/7/2013,1066.4,159.96,1226.36,0,8/8/2013,1,9,30:00.0
54965,1,1,11538,NULL,8/7/2013,2318,347.7,2665.7,0,8/8/2013,1,9,30:00.0
54968,1,1,11539,NULL,8/7/2013,321,48.15,369.15,0,8/8/2013,1,9,30:00.0
54975,1,1,11541,NULL,8/7/2013,1232,184.8,1416.8,0,8/8/2013,1,9,30:00.0
54978,1,1,11542,NULL,8/7/2013,740,111,851,0,8/8/2013,1,9,30:00.0
55026,1,1,11549,NULL,8/8/2013,1190,178.5,1368.5,0,8/9/2013,1,8,30:00.0
55032,1,1,11551,NULL,8/8/2013,1424,213.6,1637.6,0,8/9/2013,1,8,30:00.0
55046,1,1,11554,NULL,8/8/2013,2738,410.7,3148.7,0,8/9/2013,1,8,30:00.0
55058,1,1,11557,NULL,8/8/2013,441,66.15,507.15,0,8/9/2013,1,8,30:00.0
55084,1,1,11564,NULL,8/8/2013,1908,286.2,2194.2,0,8/9/2013,1,8,30:00.0
55089,1,1,11565,NULL,8/8/2013,666,99.9,765.9,0,8/9/2013,1,8,30:00.0
55109,1,1,11570,NULL,8/8/2013,364.25,54.64,418.89,0,8/9/2013,1,8,30:00.0
55170,1,1,11584,NULL,8/8/2013,4674.4,701.16,5375.56,0,8/9/2013,1,8,30:00.0
55174,1,1,11585,NULL,8/8/2013,848,127.2,975.2,0,8/9/2013,1,8,30:00.0
55183,1,1,11587,NULL,8/8/2013,242,36.3,278.3,0,8/9/2013,1,8,30:00.0
55200,1,1,11591,NULL,8/8/2013,460,69,529,0,8/9/2013,1,8,30:00.0
55211,1,1,11594,NULL,8/8/2013,5888,883.2,6771.2,0,8/9/2013,1,8,30:00.0
55216,1,1,11595,NULL,8/8/2013,531,79.65,610.65,0,8/9/2013,1,8,30:00.0
55235,1,1,11599,NULL,8/8/2013,499.2,74.88,574.08,0,8/9/2013,1,8,30:00.0
55241,1,1,11601,NULL,8/8/2013,752,112.8,864.8,0,8/9/2013,1,8,30:00.0
55294,1,1,11608,NULL,8/9/2013,1080,162,1242,0,8/10/2013,1,18,30:00.0
55296,1,1,11609,NULL,8/9/2013,960,144,1104,0,8/10/2013,1,18,30:00.0
55305,1,1,11613,NULL,8/9/2013,3759.6,563.94,4323.54,0,8/10/2013,1,18,30:00.0
55321,1,1,11617,NULL,8/9/2013,3427,514.05,3941.05,0,8/10/2013,1,18,30:00.0
55331,1,1,11619,NULL,8/9/2013,2109.25,316.39,2425.64,0,8/10/2013,1,18,30:00.0
55335,1,1,11620,NULL,8/9/2013,1140,171,1311,0,8/10/2013,1,18,30:00.0
55340,1,1,11621,NULL,8/9/2013,936.5,140.48,1076.98,0,8/10/2013,1,18,30:00.0
55347,1,1,11623,NULL,8/9/2013,1980,297,2277,0,8/10/2013,1,18,30:00.0
55356,1,1,11625,NULL,8/9/2013,4909,736.35,5645.35,0,8/10/2013,1,18,30:00.0
55360,1,1,11626,NULL,8/9/2013,1474.2,221.13,1695.33,0,8/10/2013,1,18,30:00.0
55373,1,1,11629,NULL,8/9/2013,6529.5,979.43,7508.93,0,8/10/2013,1,18,30:00.0
55396,1,1,11634,NULL,8/9/2013,439,65.85,504.85,0,8/10/2013,1,18,30:00.0
55416,1,1,11639,NULL,8/9/2013,4915,737.25,5652.25,0,8/10/2013,1,18,30:00.0
55461,1,1,11651,NULL,8/9/2013,275.6,41.34,316.94,0,8/10/2013,1,18,30:00.0
55472,1,1,11653,NULL,8/9/2013,4227,634.05,4861.05,0,8/10/2013,1,18,30:00.0
55479,1,1,11655,NULL,8/9/2013,470,70.5,540.5,0,8/10/2013,1,18,30:00.0
55488,1,1,11657,NULL,8/9/2013,1577,236.55,1813.55,0,8/10/2013,1,18,30:00.0
55511,1,1,11662,NULL,8/9/2013,2087,313.05,2400.05,0,8/10/2013,1,18,30:00.0
55539,1,1,11663,NULL,8/10/2013,24054.6,3608.19,27662.79,0,8/11/2013,1,20,30:00.0
55551,1,1,11666,NULL,8/10/2013,800,120,920,0,8/11/2013,1,20,30:00.0
55556,1,1,11667,NULL,8/10/2013,527,79.05,606.05,0,8/11/2013,1,20,30:00.0
55560,1,1,11668,NULL,8/10/2013,1706,255.9,1961.9,0,8/11/2013,1,20,30:00.0
55579,1,1,11673,NULL,8/10/2013,1810,271.5,2081.5,0,8/11/2013,1,20,30:00.0
55589,1,1,11675,NULL,8/10/2013,773.4,116.01,889.41,0,8/11/2013,1,20,30:00.0
55610,1,1,11680,NULL,8/10/2013,1530,229.5,1759.5,0,8/11/2013,1,20,30:00.0
55615,1,1,11681,NULL,8/10/2013,922,138.3,1060.3,0,8/11/2013,1,20,30:00.0
55618,1,1,11682,NULL,8/10/2013,1104,165.6,1269.6,0,8/11/2013,1,20,30:00.0
55658,1,1,11692,NULL,8/10/2013,744,111.6,855.6,0,8/11/2013,1,20,30:00.0
55668,1,1,11694,NULL,8/10/2013,2464,369.6,2833.6,0,8/11/2013,1,20,30:00.0
55679,1,1,11696,NULL,8/10/2013,5522,828.3,6350.3,0,8/11/2013,1,20,30:00.0
55686,1,1,11698,NULL,8/10/2013,651.4,97.71,749.11,0,8/11/2013,1,20,30:00.0
55691,1,1,11699,NULL,8/10/2013,10137.25,1520.59,11657.84,0,8/11/2013,1,20,30:00.0
55696,1,1,11700,NULL,8/10/2013,13940,2091,16031,0,8/11/2013,1,20,30:00.0
55731,1,1,11702,NULL,8/12/2013,1728,259.2,1987.2,0,8/13/2013,1,8,30:00.0
55737,1,1,11705,NULL,8/12/2013,648,97.2,745.2,0,8/13/2013,1,8,30:00.0
55742,1,1,11706,NULL,8/12/2013,3336,500.4,3836.4,0,8/13/2013,1,8,30:00.0
55758,1,1,11710,NULL,8/12/2013,445,66.75,511.75,0,8/13/2013,1,8,30:00.0
55800,1,1,11719,NULL,8/12/2013,1583,237.45,1820.45,0,8/13/2013,1,8,30:00.0
55806,1,1,11720,NULL,8/12/2013,10774,1616.1,12390.1,0,8/13/2013,1,8,30:00.0
55812,1,1,11722,NULL,8/12/2013,6404,960.6,7364.6,0,8/13/2013,1,8,30:00.0
55836,1,1,11727,NULL,8/12/2013,1920,288,2208,0,8/13/2013,1,8,30:00.0
55841,1,1,11728,NULL,8/12/2013,2760.6,414.09,3174.69,0,8/13/2013,1,8,30:00.0
55850,1,1,11730,NULL,8/12/2013,1841,276.15,2117.15,0,8/13/2013,1,8,30:00.0
55870,1,1,11734,NULL,8/12/2013,2321.3,348.2,2669.5,0,8/13/2013,1,8,30:00.0
55874,1,1,11735,NULL,8/12/2013,1916,287.4,2203.4,0,8/13/2013,1,8,30:00.0
55877,1,1,11736,NULL,8/12/2013,878.2,131.73,1009.93,0,8/13/2013,1,8,30:00.0
55896,1,1,11740,NULL,8/12/2013,4703,705.45,5408.45,0,8/13/2013,1,8,30:00.0
55912,1,1,11744,NULL,8/12/2013,141,21.15,162.15,0,8/13/2013,1,8,30:00.0
55951,1,1,11753,NULL,8/12/2013,2191,328.65,2519.65,0,8/13/2013,1,8,30:00.0
55968,1,1,11757,NULL,8/12/2013,1262.4,189.36,1451.76,0,8/13/2013,1,8,30:00.0
55990,1,1,11761,NULL,8/12/2013,2495,374.25,2869.25,0,8/13/2013,1,8,30:00.0
55994,1,1,11762,NULL,8/12/2013,9626,1443.9,11069.9,0,8/13/2013,1,8,30:00.0
56009,1,1,11766,NULL,8/12/2013,981,147.15,1128.15,0,8/13/2013,1,8,30:00.0
56012,1,1,11767,NULL,8/12/2013,230,34.5,264.5,0,8/13/2013,1,8,30:00.0
56023,1,1,11769,NULL,8/12/2013,4661.6,699.24,5360.84,0,8/13/2013,1,8,30:00.0
56026,1,1,11770,NULL,8/12/2013,558,83.7,641.7,0,8/13/2013,1,8,30:00.0
56039,1,1,11773,NULL,8/12/2013,800.2,120.03,920.23,0,8/13/2013,1,8,30:00.0
56059,1,1,11778,NULL,8/12/2013,3244,486.6,3730.6,0,8/13/2013,1,8,30:00.0
56112,1,1,11782,NULL,8/13/2013,1080,162,1242,0,8/14/2013,1,11,30:00.0
56114,1,1,11783,NULL,8/13/2013,960,144,1104,0,8/14/2013,1,11,30:00.0
56116,1,1,11784,NULL,8/13/2013,648,97.2,745.2,0,8/14/2013,1,11,30:00.0
56120,1,1,11786,NULL,8/13/2013,432,64.8,496.8,0,8/14/2013,1,11,30:00.0
56124,1,1,11787,NULL,8/13/2013,3090,463.5,3553.5,0,8/14/2013,1,11,30:00.0
56161,1,1,11795,NULL,8/13/2013,2070,310.5,2380.5,0,8/14/2013,1,11,30:00.0
56173,1,1,11798,NULL,8/13/2013,2044,306.6,2350.6,0,8/14/2013,1,11,30:00.0
56179,1,1,11799,NULL,8/13/2013,1290,193.5,1483.5,0,8/14/2013,1,11,30:00.0
56209,1,1,11805,NULL,8/13/2013,971.2,145.68,1116.88,0,8/14/2013,1,11,30:00.0
56223,1,1,11808,NULL,8/13/2013,1656.6,248.49,1905.09,0,8/14/2013,1,11,30:00.0
56226,1,1,11809,NULL,8/13/2013,2592,388.8,2980.8,0,8/14/2013,1,11,30:00.0
56240,1,1,11812,NULL,8/13/2013,5592,838.8,6430.8,0,8/14/2013,1,11,30:00.0
56249,1,1,11814,NULL,8/13/2013,330,49.5,379.5,0,8/14/2013,1,11,30:00.0
56253,1,1,11815,NULL,8/13/2013,2450.8,367.62,2818.42,0,8/14/2013,1,11,30:00.0
56261,1,1,11817,NULL,8/13/2013,1155,173.25,1328.25,0,8/14/2013,1,11,30:00.0
56264,1,1,11818,NULL,8/13/2013,183,27.45,210.45,0,8/14/2013,1,11,30:00.0
56268,1,1,11819,NULL,8/13/2013,1000,150,1150,0,8/14/2013,1,11,30:00.0
56274,1,1,11820,NULL,8/13/2013,919,137.85,1056.85,0,8/14/2013,1,11,30:00.0
56282,1,1,11822,NULL,8/13/2013,385.8,57.87,443.67,0,8/14/2013,1,11,30:00.0
56314,1,1,11825,NULL,8/14/2013,1080,162,1242,0,8/15/2013,1,2,30:00.0
56328,1,1,11829,NULL,8/14/2013,2897,434.55,3331.55,0,8/15/2013,1,2,30:00.0
56357,1,1,11836,NULL,8/14/2013,2313,346.95,2659.95,0,8/15/2013,1,2,30:00.0
56368,1,1,11838,NULL,8/14/2013,2607,391.05,2998.05,0,8/15/2013,1,2,30:00.0
56371,1,1,11839,NULL,8/14/2013,156,23.4,179.4,0,8/15/2013,1,2,30:00.0
56407,1,1,11847,NULL,8/14/2013,1840,276,2116,0,8/15/2013,1,2,30:00.0
56413,1,1,11848,NULL,8/14/2013,4293.7,644.06,4937.76,0,8/15/2013,1,2,30:00.0
56419,1,1,11850,NULL,8/14/2013,10647.6,1597.14,12244.74,0,8/15/2013,1,2,30:00.0
56427,1,1,11852,NULL,8/14/2013,675,101.25,776.25,0,8/15/2013,1,2,30:00.0
56435,1,1,11854,NULL,8/14/2013,330.4,49.56,379.96,0,8/15/2013,1,2,30:00.0
56439,1,1,11855,NULL,8/14/2013,3621,543.15,4164.15,0,8/15/2013,1,2,30:00.0
56478,1,1,11863,NULL,8/14/2013,2374,356.1,2730.1,0,8/15/2013,1,2,30:00.0
56502,1,1,11868,NULL,8/14/2013,576.25,86.44,662.69,0,8/15/2013,1,2,30:00.0
56554,1,1,11880,NULL,8/14/2013,65,9.75,74.75,0,8/15/2013,1,2,30:00.0
56567,1,1,11883,NULL,8/14/2013,425,63.75,488.75,0,8/15/2013,1,2,30:00.0
56611,1,1,11893,NULL,8/14/2013,2745,411.75,3156.75,0,8/15/2013,1,2,30:00.0
56616,1,1,11894,NULL,8/14/2013,3676.4,551.46,4227.86,0,8/15/2013,1,2,30:00.0
